0,1,2,3,4,5,6,7,short_name,long_name,nationality_name,PFoot_Right
0.9859351003870744,0.20946059758010377,0.8039394288669067,0.329017531545968,0.6062736674694719,0.3845212363125009,0.434265273290132,0.3349311371804357,L. Messi,Lionel Andrés Messi Cuccittini,Argentina,0
0.9413803460973365,0.4201910516085362,0.8388145343634704,0.5892797078731182,0.6735569685832481,0.39017449681345956,0.3466552752962735,0.45608591974100143,R. Lewandowski,Robert Lewandowski,Poland,1
0.9478529261292836,0.2968257676705134,0.714785628852622,0.49980404430822106,0.7923093764126754,0.14976539132621067,0.3551300021677275,0.4203670695865865,K. Mbappé,Kylian Mbappé Lottin,France,1
0.19479796827277213,0.5008624480734692,0.8938237472028736,0.12546691002721166,0.9105354794068856,0.1831328788686867,0.4015526984358342,0.5443097705001217,J. Oblak,Jan Oblak,Slovenia,1
0.9452582320086682,0.3626915237780165,0.8793707754806475,0.600657513577693,0.7546318145066153,0.4124889377421341,0.4540234552950056,0.4530747676534194,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,Portugal,1
0.9618565970011795,0.2136195694562953,0.7167424759472563,0.32409907541571936,0.6263823159870241,0.29224760267071387,0.4254274977558133,0.3237368976012289,Neymar Jr,Neymar da Silva Santos Júnior,Brazil,1
0.9818703342595907,0.4442497625249442,0.7494869669688048,0.28240420168632935,0.47740536158527414,0.26229201935325896,0.4683320450697604,0.5124755142168965,K. De Bruyne,Kevin De Bruyne,Belgium,1
0.21476305660589506,0.5208245091549463,0.9388435729127849,0.12896372566867992,0.7591889346222584,0.20549416019016103,0.26694169750503194,0.5935879806932015,M. ter Stegen,Marc-André ter Stegen,Germany,1
0.24936049511795816,0.527584510355775,1.0,0.21028280734384536,0.8145429246542909,0.194590138947082,0.4944100975119906,0.4870268582658096,M. Neuer,Manuel Peter Neuer,Germany,1
0.9266647075826291,0.48218189232999903,0.8419381302683087,0.608355845653523,0.5699210530233181,0.23438122993667684,0.34906494092118334,0.5010524758420999,H. Kane,Harry Kane,England,1
0.8998497957984752,0.6489826233918167,0.5625154700256141,0.10013297765598994,0.7278377265308738,0.3697476009271439,0.35018095566134,0.40585276962326644,N. Kanté,N'Golo Kanté,France,1
0.17914978252339525,0.482009079278639,0.8638373130732421,0.22124487036927945,0.8474403741892936,0.03344062663657199,0.40016845808108464,0.5540803673692866,G. Donnarumma,Gianluigi Donnarumma,Italy,1
0.15896203530619268,0.5017919506103503,0.8846205519879997,0.25945607895633843,0.8085204793836961,0.16598656354648345,0.5662364535823137,0.4851667606878967,T. Courtois,Thibaut Nicolas Marc Courtois,Belgium,0
0.28254865204219465,0.4463643107182987,0.9267935538672789,0.13144502450457307,0.8048221273150657,0.09975331984656621,0.431500383454993,0.5419662843662056,Ederson,Ederson Santana de Moraes,Brazil,0
0.9405807624430678,0.6132097043219744,0.626984203051242,0.18861474099145198,0.599053300014463,0.25205954033226724,0.3682521501778049,0.63300492775974,J. Kimmich,Joshua Walter Kimmich,Germany,1
0.1883170329010213,0.47538945629420015,0.9156377577076034,0.22017994474806948,0.6983226840011068,0.09977708920835993,0.4934717231042537,0.3905768579337416,Alisson,Alisson Ramsés Becker,Brazil,1
0.9161203330458126,0.3916575917525674,0.8146404755980936,0.5931151141505855,0.6357323838492458,0.36709385771085934,0.4048981293901256,0.34337044003838235,K. Benzema,Karim Benzema,France,1
0.9218619985863539,0.3232760150429465,0.7335305167986708,0.4324483528128241,0.6123381799171631,0.20418189043378013,0.5416130214871475,0.3522416434531509,H. Son,손흥민 孙兴慜,Korea Republic,1
0.8779848685754065,0.7667759472452808,0.7213587588868761,0.38896880207376444,0.5640467006593637,0.30646845464434963,0.34127052431911076,0.7171356565097665,Casemiro,Carlos Henrique Venancio Casimiro,Brazil,1
0.8230305323596511,0.865267281892909,0.6956378752498489,0.4541365376898239,0.6474760219513573,0.2007962154470656,0.4544940695022535,0.6084316960156707,V. van Dijk,Virgil van Dijk,Netherlands,1
0.9395529058176131,0.3490762642687206,0.6945560235243058,0.4026072444204739,0.8192037154464624,0.3593784483146231,0.3129150047820853,0.4354896569031963,S. Mané,Sadio Mané,Senegal,1
